id dam sire LLRdam LLRsire LLRpair OHdam OHsire MEpair ringnr damringnr sireringnr 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
8M71504 8M31585 8M31622 29.38 26.1 41.31 0 0 0 8M71504 8M31585 8M31622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.098 0.902 0 0 0 0 0 0 0 0 0 0
8M71505 NA NA NA NA NA NA NA NA 8M71505 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.542 0.458 0 0 0 0 0 0 0 0 0 0
8M71506 8M31637_H22_B3 8M31640_K3_B4 24.62 13.73 30.81 0 0 0 8M71506 8M31637 8M31640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.999 0 0 0 0 0 0 0 0 0 0
8M71507 8L64996 NA 7.66 NA NA 0 NA NA 8M71507 8L64996 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8M71508_N4_B1 8M72919_L21_B3 8M31758 29.59 7.12 28.38 0 1 2 8M71508 8M72919 8M31758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71510_B6_B1 8M72919_L21_B3 8M31758 24.44 11.7 30.08 0 0 0 8M71510 8M72919 8M31758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71511 NA NA NA NA NA NA NA NA 8M71511 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.056 0.944 0 0 0 0 0 0 0 0 0 0
8M71512 8816428 8M31342 13.71 28.56 32.69 0 0 0 8M71512 8816428 8M31342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37 0.63 0 0 0 0 0 0 0 0 0 0
8M71513 8L64224 8816496 -1.43 16.59 29.97 0 0 0 8M71513 8L64224 8816496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.584 0.416 0 0 0 0 0 0 0 0 0 0
8M71515 8M31839 8M71514__8N05358_F9_B2 28.34 13.51 32.47 0 0 0 8M71515 8M31839 8M71514 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71516_D6_B1 8M31839 8M71514__8N05358_F9_B2 24.15 14.4 31.53 0 0 0 8M71516 8M31839 8M71514 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71517_F6_B1 8M31839 8M71514__8N05358_F9_B2 24.96 14.02 32.5 0 0 0 8M71517 8M31839 8M71514 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71518_H6_B1 8M31839 8M71514__8N05358_F9_B2 22.67 14.39 32 0 0 0 8M71518 8M31839 8M71514 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71519_J6_B1 8M31839 8M71514__8N05358_F9_B2 25.45 13.57 32.23 0 0 0 8M71519 8M31839 8M71514 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71520 8M72931 8M31452 26.68 10.78 31.13 0 0 0 8M71520 8M72931 8M31452 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71521 NA NA NA NA NA NA NA NA 8M71521 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101 0.899 0 0 0 0 0 0 0 0 0 0
8M71522__MISSEX2 8M31923 8M31922 13.21 10.47 29.79 0 1 1 8M71522 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71523_L6_B1 8M31923 8M31922 13.84 11.6 30.41 0 0 0 8M71523 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71524_N6_B1 8M31923 8M31922 15.1 11.31 29.57 0 0 0 8M71524 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71525_P6_B1 8M31923 8M31922 11.72 9.42 30.87 0 1 1 8M71525 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71526_B8_B1 8M31923 8M31922 12.35 11.27 29.15 0 1 1 8M71526 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71527_D8_B1 8M31936 8L89896 11.42 12.03 28.59 0 0 1 8M71527 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71528_F8_B1 8M31936 8L89896 11.93 11.17 30.3 0 0 0 8M71528 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71529_H8_B1 8M31936 8L89896 9.4 13.53 30.5 0 0 0 8M71529 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71530 8M31936 8L89896 10.87 26.49 29.21 0 0 1 8M71530 8M31936 8L89896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113 0.887 0 0 0 0 0 0 0 0 0 0
8M71531 8L48344 8L89664 13.6 14.07 29.6 0 0 0 8M71531 8L48344 8L89664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8M71532 8M31711 8M31350 28.56 27.63 36.49 0 1 3 8M71532 8M31711 8M31350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.505 0.495 0 0 0 0 0 0 0 0 0 0
8M71533_J5_B3 8L52574 8M71505 12.97 12.44 29.67 0 0 0 8M71533 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71534_K7_B4 8L52574 8M71505 14.42 11.52 30.09 0 0 0 8M71534 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71535_L8_B1 8L52574 8L26538 7.64 14.7 30.54 0 0 0 8M71535 8L52574 8L26538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71536_N8_B1 F0097 8M31520 12.53 22.84 21.49 NA 0 NA 8M71536 F0097 8M31520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71537_P8_B1 F0097 8M31520 18.45 24.05 23.39 NA 0 NA 8M71537 F0097 8M31520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71538_B10_B1 F0097 8M31520 12.73 21.66 21.97 NA 0 NA 8M71538 F0097 8M31520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71539_D10_B1 8M71205 8L19974 12.07 14.63 29.96 0 0 0 8M71539 8M71205 8L19974 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71540 F0049 8M72951 16.18 27.58 30.36 NA 1 NA 8M71540 F0049 8M72951 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71541_F10_B1 8M71205 8L19974 13.76 12.29 28.09 0 1 1 8M71541 8M71205 8L19974 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71542_H10_B1 8M71205 8L19974 13.1 13.19 30.91 0 0 0 8M71542 8M71205 8L19974 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71544_L10_B1 8M31480 8M71061 11.64 29.03 35.93 0 1 1 8M71544 8M31480 8M71061 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71545_M7_B4 8M31480 8M71061 10.8 23.7 31.71 1 0 1 8M71545 8M31480 8M71061 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71546_P10_B1 8M31480 8L89337 3.86 21.66 33.99 0 0 0 8M71546 8M31480 8L89337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71547_B12_B1 8816942_E15_B5 8N06508 11.57 12.6 33.34 0 0 0 8M71547 8816942 8N06508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71548_D12_B1 8M31936 8L89896 10.43 10.56 31.87 0 0 0 8M71548 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71549_F12_B1 8816942_E15_B5 8N06508 11.6 13.31 29.7 0 0 0 8M71549 8816942 8N06508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71550_H12_B1 8816942_E15_B5 8N06508 13.25 11.8 32.68 0 0 0 8M71550 8816942 8N06508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71551_J12_B1 8816942_E15_B5 8N06508 9.79 11.84 31.54 1 0 1 8M71551 8816942 8N06508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71552 8M31278 8309191 31.33 9.94 31.35 0 0 0 8M71552 8M31278 8309191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.048 0.952 0 0 0 0 0 0 0 0 0 0
8M71553_L12_B1 8M31591 8M31286 12.97 13.57 32.14 0 0 0 8M71553 8M31591 8M31286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71554_L5_B3 8M31370 8L89354 12.34 10.96 28.27 0 0 1 8M71554 8M31370 8L89354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71555_P12_B1 8M31370 8L89354 12.77 11.68 28.38 0 0 0 8M71555 8M31370 8L89354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71556_B14_B1 8M31370 8L89354 11.97 13.03 26.53 0 0 1 8M71556 8M31370 8L89354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71557_D14_B1 8M31370 8L89354 13.64 8.49 27.45 1 1 3 8M71557 8M31370 8L89354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71558_F14_B1 8M72609 8M72818 26.47 25.65 37.7 1 0 1 8M71558 8M72609 8M72818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71559_H14_B1 8309171 8L89377 11.43 13.28 26.38 1 0 1 8M71559 8309171 8L89377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71560_J14_B1 8309171 8L89377 11.49 13.29 26.37 2 0 2 8M71560 8309171 8L89377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71562_N14_B1__MISSEX3 8309171 8L89377 11.21 14.54 29.62 0 0 0 8M71562 8309171 8L89377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71565_B16_B1 8816428 8M31342 13.23 12.79 32.15 0 0 0 8M71565 8816428 8M31342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71566_D16_B1 8816428 8M31342 13.78 15.74 33.18 0 0 0 8M71566 8816428 8M31342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71567_F16_B1 8816428 8M31342 10.95 13.31 35.1 0 0 0 8M71567 8816428 8M31342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71568_H16_B1 8M31993 8M72752 22.59 32.14 34.59 0 0 0 8M71568 8M31993 8M72752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71569__MISSEX2 8M31993 8816496 27.55 12.11 31.53 0 0 0 8M71569 8M31993 8816496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71570_J16_B1 8M31993 8M72752 21.73 27.25 35.14 0 0 0 8M71570 8M31993 8M72752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71571_L16_B1 8M31993 8M72752 21.93 29.81 33.54 0 0 0 8M71571 8M31993 8M72752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71572_N16_B1 8M31522 8M31997 9.61 29.66 32.85 0 0 0 8M71572 8M31522 8M31997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71573 8M31522 8M31997 15.66 28.37 28.5 0 0 0 8M71573 8M31522 8M31997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71574_P16_B1 8M31522 8M31997 11.81 26.85 31.83 0 0 0 8M71574 8M31522 8M31997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71575_B18_B1 8M31522 8M31997 11.94 29.86 31.48 0 0 0 8M71575 8M31522 8M31997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71576_D18_B1 F0053 8M71513 14.93 18.26 29.52 NA 0 NA 8M71576 F0053 8M71513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71577_F18_B1 F0053 8M71513 8.32 19.09 17.36 NA 0 NA 8M71577 F0053 8M71513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71578_H18_B1 F0053 8M71513 13.11 19.99 29.26 NA 0 NA 8M71578 F0053 8M71513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71579_J18_B1 F0053 8M71513 9.8 18.24 29.05 NA 0 NA 8M71579 F0053 8M71513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71580_L18_B1 F0040 8M31838 20.31 31.79 31.16 NA 0 NA 8M71580 F0040 8M31838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71581_N18_B1 F0040 8M31838 22.64 28.52 33.46 NA 0 NA 8M71581 F0040 8M31838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71582_P18_B1 F0040 8M31838 20.48 30.18 25.97 NA 0 NA 8M71582 F0040 8M31838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71583_B20_B1 F0040 8M31838 20.82 28.55 31.59 NA 0 NA 8M71583 F0040 8M31838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71584_D20_B1 F0040 8L89605 18.41 8.16 26.16 NA 1 NA 8M71584 F0040 8L89605 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71585 8M31387 8L89601 8.02 7.51 33.02 0 0 0 8M71585 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71586_F20_B1 8M31387 8L89601 10.74 8.48 30.89 0 0 0 8M71586 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71587 8M31387 8L89601 8.93 10.45 31.12 0 0 0 8M71587 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71588_H20_B1 8M31387 8L89601 10.1 8.95 31.29 0 0 0 8M71588 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71589_J20_B1 8M31387 8L89601 8.31 7.95 28.77 1 0 1 8M71589 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71590_L20_B1 8M31387 8L89601 10.27 9.84 30.49 0 0 0 8M71590 8M31387 8L89601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71592_N20_B1 8L89704 8L48478 9.52 12.17 30.08 1 1 2 8M71592 8L89704 8L48478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71593_P20_B1 8816947 8M31504__8M71279_F7_B2 7.78 10.83 27.52 0 0 0 8M71593 8816947 8M31504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71594_B22_B1 8816947 8M31504__8M71279_F7_B2 7.79 11.01 29.11 0 0 0 8M71594 8816947 8M31504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71595_D22_B1 8L89894_H24_B2 8L49963 12.94 13.1 30.01 0 0 0 8M71595 8L89894 8L49963 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71596 8943039 8118433 10.78 9.58 30.54 0 1 1 8M71596 8943039 8118433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.163 0.837 0 0 0 0 0 0 0 0 0 0
8M71597_F22_B1 8309291 8M72965 12.32 30.14 33.51 0 0 0 8M71597 8309291 8M72965 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71598_H22_B1 8309291 8M72965 15.33 30.21 31.34 0 0 0 8M71598 8309291 8M72965 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71599_J22_B1 8M72891 8M72659 67.19 63.06 41.1 0 0 0 8M71599 8M72891 8M72659 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71600_L22_B1 8M72891 8M72659 67.5 60.28 39.17 0 1 1 8M71600 8M72891 8M72659 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71601_N22_B1 8M72326 8L52239 16.12 16.72 29.94 1 0 2 8M71601 8M72326 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71602_P22_B1 8M71700 M0165 15.49 8.26 15.55 0 NA NA 8M71602 8M71700 M0165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71603_B24_B1 8M71700 M0165 12.7 5.85 14 0 NA NA 8M71603 8M71700 M0165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71604_D24_B1 F0008 8M31737 22.86 10.7 32.99 NA 0 NA 8M71604 F0008 8M31737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71605_F24_B1 F0008 8M31737 20.03 11.58 30.72 NA 0 NA 8M71605 F0008 8M31737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71606_H24_B1 8L57923 8M72004 31.79 28.29 39.78 0 0 0 8M71606 8L57923 8M72004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71607_B15_B1 F0284 M0271 6.23 6.23 14.69 NA NA NA 8M71607 F0284 M0271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71608_J24_B1 8L57923 8M72004 32.25 29.25 40.33 0 0 0 8M71608 8L57923 8M72004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71609_L24_B1 F0008 8M31737 18.25 8.71 27.21 NA 1 NA 8M71609 F0008 8M31737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71610 F0008 8M31737 19.65 12.13 27.23 NA 0 NA 8M71610 F0008 8M31737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71611_N24_B1 8M71700 M0165 13.54 9.31 18.6 0 NA NA 8M71611 8M71700 M0165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71612 8M72326 8L52239 17.79 15.98 30.46 0 0 0 8M71612 8M72326 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71613_P24_B1 8M72326 8L52239 16.75 14.87 28.47 0 0 1 8M71613 8M72326 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71614 F0163 8M72235 11.02 29.07 29.73 NA 0 NA 8M71614 F0163 8M72235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71615_C1_B1 F0163 8M72235 9.94 30.85 27.54 NA 0 NA 8M71615 F0163 8M72235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71616_E1_B1 F0163 8M72235 14.96 26.47 28.95 NA 0 NA 8M71616 F0163 8M72235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71617_G1_B1 F0163 8M72235 11.64 33.37 26.15 NA 0 NA 8M71617 F0163 8M72235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71618_I1_B1 F0163 8M72235 14.31 33.06 28.22 NA 0 NA 8M71618 F0163 8M72235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71619_K1_B1 8M72048_F9_B1 8L64373 25.08 14.15 33.41 0 0 0 8M71619 8M72048 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71620_M1_B1 8M72048_F9_B1 8M72017 16.86 11.28 29.5 2 0 2 8M71620 8M72048 8M72017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71621_O1_B1__MISSEX3 8M72048_F9_B1 8L64373 22.6 13.8 33.06 1 0 1 8M71621 8M72048 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71623_C3_B1 8M72048_F9_B1 8M72017 22.13 13.63 30.64 0 0 0 8M71623 8M72048 8M72017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71624_E3_B1 8M72278 M0081 25.25 16.39 24.71 0 NA NA 8M71624 8M72278 M0081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71626_I3_B1 8M72278 M0081 23.05 20.43 29.76 0 NA NA 8M71626 8M72278 M0081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71627_K3_B1 8M72278 M0081 27.45 11.96 19.94 0 NA NA 8M71627 8M72278 M0081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71628_M3_B1 8M72278 M0081 27.79 16.02 22.15 0 NA NA 8M71628 8M72278 M0081 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71629_O3_B1 8M72237 8M72295 22.73 33.3 33.19 0 0 0 8M71629 8M72237 8M72295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71630_A5_B1 8M72237 8M72295 28.44 31.48 42.08 0 0 0 8M71630 8M72237 8M72295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
