id dam sire LLRdam LLRsire LLRpair OHdam OHsire MEpair ringnr damringnr sireringnr 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
F0269 NA NA NA NA NA NA NA NA F0269 NA NA 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0270 NA NA NA NA NA NA NA NA F0270 NA NA 0 0.002 0.01 0.039 0.122 0.334 0.493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0271 NA NA NA NA NA NA NA NA F0271 NA NA 0.002 0.008 0.037 0.204 0.749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0272 NA NA NA NA NA NA NA NA F0272 NA NA 0.001 0.003 0.012 0.031 0.079 0.234 0.639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0273 NA NA NA NA NA NA NA NA F0273 NA NA 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.032 0.084 0.237 0.339 0.291 0 0 0 0 0 0 0 0 0 0 0 0
F0274 NA NA NA NA NA NA NA NA F0274 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0
F0275 NA NA NA NA NA NA NA NA F0275 NA NA 0 0.002 0.007 0.034 0.187 0.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0276 NA NA NA NA NA NA NA NA F0276 NA NA 0 0 0 0 0 0 0.001 0.003 0.009 0.023 0.06 0.175 0.485 0.245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0277 NA NA NA NA NA NA NA NA F0277 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.015 0.124 0.859 0 0 0 0 0 0 0 0 0 0 0 0
F0278 NA NA NA NA NA NA NA NA F0278 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0
F0279 NA NA NA NA NA NA NA NA F0279 NA NA 0 0 0 0 0 0 0 0 0 0.002 0.008 0.038 0.205 0.746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0280 NA NA NA NA NA NA NA NA F0280 NA NA 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0281 8N73366 8N72447 10.46 9.41 14.36 NA NA NA F0281 8N73366 8N72447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.01 0.123 0.866 0 0 0 0 0 0
F0282 NA NA NA NA NA NA NA NA F0282 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.006 0.027 0.129 0.568 0.269 0 0 0 0 0 0 0 0 0
F0283 NA NA NA NA NA NA NA NA F0283 NA NA 0 0 0 0 0 0.001 0.006 0.017 0.043 0.119 0.348 0.464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0284 NA NA NA NA NA NA NA NA F0284 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005 0.086 0.909 0 0 0 0 0 0 0 0 0 0
F0285 8800151_B16_B1 NA 4.18 NA NA NA NA NA F0285 8800151 NA 0 0 0 0 0 0 0 0 0.001 0.008 0.036 0.208 0.319 0.427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0286 NA NA NA NA NA NA NA NA F0286 NA NA 0 0 0 0 0 0 0.001 0.002 0.009 0.025 0.062 0.145 0.312 0.444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0287 F0279 M0158 -0.17 10.02 1.86 NA NA NA F0287 F0279 M0158 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0.076 0.917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0288 NA NA NA NA NA NA NA NA F0288 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.006 0.018 0.044 0.126 0.368 0.436 0 0 0 0 0 0 0
F0289 NA NA NA NA NA NA NA NA F0289 NA NA 0 0.002 0.009 0.038 0.198 0.752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0290 NA NA NA NA NA NA NA NA F0290 NA NA 0.002 0.007 0.02 0.047 0.125 0.313 0.486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0291 NA NA NA NA NA NA NA NA F0291 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.008 0.021 0.053 0.156 0.446 0.314 0 0 0 0 0 0 0 0 0
F0292 NA NA NA NA NA NA NA NA F0292 NA NA 0.002 0.008 0.021 0.05 0.147 0.429 0.343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0293 8N13357_B24_B1 8N13256_P16_B1 11 14.22 16.37 NA NA NA F0293 8N13357 8N13256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.006 0.045 0.256 0.692 0 0 0 0 0
F0294 NA NA NA NA NA NA NA NA F0294 NA NA 0.003 0.012 0.03 0.077 0.229 0.648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0295 NA NA NA NA NA NA NA NA F0295 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.014 0.037 0.101 0.292 0.398 0.151 0 0 0 0 0 0 0 0
F0296 NA NA NA NA NA NA NA NA F0296 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.034 0.187 0.77 0 0 0 0 0 0 0 0 0 0 0 0 0
F0297 8651882 M0255 10.67 -0.04 3.76 NA NA NA F0297 8651882 M0255 0 0 0 0.002 0.012 0.065 0.396 0.525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0298 NA NA NA NA NA NA NA NA F0298 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0.01 0.024 0.062 0.187 0.517 0.196 0 0 0 0
F0299 NA 8887440 NA 5.55 NA NA NA NA F0299 NA 8887440 0 0 0 0 0 0 0 0 0 0.001 0.004 0.026 0.162 0.807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0300 NA NA NA NA NA NA NA NA F0300 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.034 0.187 0.77 0 0 0 0 0 0 0 0 0 0 0
F0301 NA NA NA NA NA NA NA NA F0301 NA NA 0.086 0.253 0.626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0302 NA NA NA NA NA NA NA NA F0302 NA NA 0 0.002 0.007 0.02 0.053 0.151 0.421 0.28 0.065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0303 NA NA NA NA NA NA NA NA F0303 NA NA 0 0 0.001 0.006 0.073 0.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0304 NA NA NA NA NA NA NA NA F0304 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.015 0.043 0.115 0.317 0.504 0 0 0 0 0 0 0 0
F0305 NA NA NA NA NA NA NA NA F0305 NA NA 0.002 0.007 0.019 0.048 0.139 0.395 0.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0306 NA NA NA NA NA NA NA NA F0306 NA NA 0 0 0.002 0.006 0.017 0.044 0.123 0.347 0.337 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0307 8N28244_K5_B1 M0184 7.65 -1.53 7.63 NA NA NA F0307 8N28244 M0184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0 0
F0308 NA NA NA NA NA NA NA NA F0308 NA NA 0 0 0 0 0 0 0 0.002 0.009 0.047 0.226 0.716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0309 NA NA NA NA NA NA NA NA F0309 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0
F0310 NA NA NA NA NA NA NA NA F0310 NA NA 0 0 0 0 0 0 0 0 0.002 0.008 0.038 0.177 0.774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0311 NA NA NA NA NA NA NA NA F0311 NA NA 0 0 0 0 0 0 0 0 0.001 0.005 0.028 0.174 0.792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0312 NA NA NA NA NA NA NA NA F0312 NA NA 0.01 0.031 0.088 0.236 0.633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0313 8N87246 8N72640 11.32 9.87 15.88 NA NA NA F0313 8N87246 8N72640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013 0.244 0.742 0 0 0 0 0 0
F0314 NA 8800001_H12_B1 NA 2.29 NA NA NA NA F0314 NA 8800001 0 0 0 0 0 0 0 0 0.002 0.007 0.034 0.185 0.772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0315 NA NA NA NA NA NA NA NA F0315 NA NA 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0316 F0014 8N72408 8.74 4.96 9.39 NA NA NA F0316 F0014 8N72408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.023 0.561 0.415 0 0 0 0 0
F0317 8L30890 8939534 12.82 0.02 5.38 NA NA NA F0317 8L30890 8939534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.011 0.093 0.896 0 0 0 0 0 0 0 0 0 0 0 0 0
F0318 NA NA NA NA NA NA NA NA F0318 NA NA 0 0 0 0 0 0 0 0 0 0.001 0.003 0.012 0.031 0.079 0.235 0.639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0319 NA NA NA NA NA NA NA NA F0319 NA NA 0 0.002 0.008 0.032 0.159 0.798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0320 NA NA NA NA NA NA NA NA F0320 NA NA 0.003 0.01 0.025 0.056 0.132 0.296 0.478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0321 NA NA NA NA NA NA NA NA F0321 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0
F0322 8N28429_H7_B1 8N14900_L17_B1 0 8.89 16 NA NA NA F0322 8N28429 8N14900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.016 0.132 0.85 0 0 0
F0323 NA NA NA NA NA NA NA NA F0323 NA NA 0 0 0 0 0 0 0 0 0 0.002 0.006 0.018 0.043 0.124 0.366 0.442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0324 NA NA NA NA NA NA NA NA F0324 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0
F0325 F0061 8934473 7.52 0 11.31 NA NA NA F0325 F0061 8934473 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.008 0.093 0.898 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0326 8N14969_J22_B1 NA 2.02 NA NA NA NA NA F0326 8N14969 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0
F0327 NA NA NA NA NA NA NA NA F0327 NA NA 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0328 NA NA NA NA NA NA NA NA F0328 NA NA 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0329 NA NA NA NA NA NA NA NA F0329 NA NA 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0330 NA NA NA NA NA NA NA NA F0330 NA NA 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0331 NA NA NA NA NA NA NA NA F0331 NA NA 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0332 NA NA NA NA NA NA NA NA F0332 NA NA 0.002 0.006 0.017 0.041 0.116 0.302 0.516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0333 NA NA NA NA NA NA NA NA F0333 NA NA 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0334 NA NA NA NA NA NA NA NA F0334 NA NA 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0335 NA NA NA NA NA NA NA NA F0335 NA NA 0 0 0.001 0.005 0.064 0.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0336 NA NA NA NA NA NA NA NA F0336 NA NA 0 0 0 0 0 0 0 0 0 0.001 0.005 0.015 0.036 0.102 0.31 0.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0337 NA NA NA NA NA NA NA NA F0337 NA NA 0 0 0 0 0 0 0 0.001 0.006 0.019 0.051 0.135 0.381 0.407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0338 8943473 8934398 21.38 13.58 22.81 NA NA NA F0338 8943473 8934398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0.994 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0339 NA NA NA NA NA NA NA NA F0339 NA NA 0 0 0 0 0 0 0 0 0 0.002 0.013 0.119 0.866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0340 8L30829 M0253 0 26.96 22.52 NA NA NA F0340 8L30829 M0253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005 0.995 0 0 0 0 0 0 0 0 0 0 0
F0341 NA NA NA NA NA NA NA NA F0341 NA NA 0.002 0.006 0.016 0.039 0.114 0.34 0.483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0342 NA NA NA NA NA NA NA NA F0342 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0 0
F0343 NA NA NA NA NA NA NA NA F0343 NA NA 0 0 0 0 0 0.001 0.005 0.016 0.038 0.106 0.317 0.516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0344 NA NA NA NA NA NA NA NA F0344 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0.011 0.031 0.084 0.233 0.638 0 0 0 0 0 0 0 0 0 0 0 0
F0345 NA NA NA NA NA NA NA NA F0345 NA NA 0 0 0.001 0.003 0.01 0.031 0.088 0.236 0.633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0346 NA NA NA NA NA NA NA NA F0346 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0.011 0.031 0.083 0.232 0.64 0 0 0 0 0 0 0 0 0 0 0 0
F0347 NA NA NA NA NA NA NA NA F0347 NA NA 0 0 0 0 0 0 0 0 0 0 0 0.002 0.012 0.1 0.886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0348 NA NA NA NA NA NA NA NA F0348 NA NA 0 0 0 0 0 0 0 0 0 0.001 0.005 0.014 0.033 0.093 0.285 0.568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0349 NA NA NA NA NA NA NA NA F0349 NA NA 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0350 NA 8857740 NA 12.88 NA NA NA NA F0350 NA 8857740 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0351 NA NA NA NA NA NA NA NA F0351 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0
F0352 NA NA NA NA NA NA NA NA F0352 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0
F0353 NA NA NA NA NA NA NA NA F0353 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.014 0.033 0.094 0.288 0.564 0 0 0 0 0 0 0 0
F0354 8887304_D24_B1 8939378_G11_B1 12.51 13.86 16.83 NA NA NA F0354 8887304 8939378 0 0 0 0 0 0 0 0 0 0 0 0.001 0.046 0.953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0355 8887422 8730932_E21_B1 7.89 1.76 6.01 NA NA NA F0355 8887422 8730932 0 0 0 0 0 0 0 0 0 0 0 0.001 0.03 0.969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0356 NA NA NA NA NA NA NA NA F0356 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0.012 0.03 0.077 0.229 0.648 0 0 0 0 0
F0357 8168632_D9_B2 8732577__8732576_K14_B1 0 15.73 8.19 NA NA NA F0357 8168632 8732577 0 0 0.001 0.003 0.009 0.023 0.06 0.175 0.485 0.245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0358 NA NA NA NA NA NA NA NA F0358 NA NA 0 0.001 0.003 0.009 0.023 0.06 0.175 0.485 0.245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0359 NA NA NA NA NA NA NA NA F0359 NA NA 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0360 NA NA NA NA NA NA NA NA F0360 NA NA 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.047 0.135 0.397 0.392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0361 8N87274_G7_B2 M0107 7.78 8.4 13.3 NA NA NA F0361 8N87274 M0107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.019 0.339 0.642 0 0 0 0 0 0 0 0
F0362 8732258_G4_B2 8730447_E14_B3 6.93 -5.77 0.98 NA NA NA F0362 8732258 8730447 0 0 0 0 0 0 0 0 0.005 0.137 0.202 0.262 0.301 0.094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0363 NA NA NA NA NA NA NA NA F0363 NA NA 0 0.002 0.008 0.021 0.052 0.147 0.318 0.452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0364 8N14801_P13_B1 8N13590_K17_B1 0 4.37 9.83 NA NA NA F0364 8N14801 8N13590 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.022 0.278 0.697 0 0 0 0
F0365 NA NA NA NA NA NA NA NA F0365 NA NA 0 0.001 0.003 0.012 0.03 0.077 0.229 0.648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0366 8N06040 8M72291 17.55 22.03 28.97 NA NA NA F0366 8N06040 8M72291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
F0367 8681476_I7_B1 8730447_E14_B3 15.99 -8.11 13.93 NA NA NA F0367 8681476 8730447 0 0 0 0 0 0 0 0 0.012 0.988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0368 NA NA NA NA NA NA NA NA F0368 NA NA 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.079 0.246 0.629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0369 NA NA NA NA NA NA NA NA F0369 NA NA 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0370 8934806 8934262_O13_B1 11.05 12.35 18.19 NA NA NA F0370 8934806 8934262 0 0 0 0 0 0 0 0 0.002 0.006 0.018 0.05 0.139 0.386 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0371 8L19543_G18_B1 8L19572 8.51 5.22 10.2 NA NA NA F0371 8L19543 8L19572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.008 0.033 0.173 0.784 0 0 0 0 0 0 0 0 0 0 0
F0372 NA NA NA NA NA NA NA NA F0372 NA NA 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0373 8L57906 M0359 3.02 5.36 4.39 NA NA NA F0373 8L57906 M0359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.007 0.039 0.263 0.689 0 0 0 0 0 0 0 0 0
F0374 F0366 8N06186 11.89 11.17 19.63 NA NA NA F0374 F0366 8N06186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012 0.152 0.836 0 0 0 0 0
F0375 NA NA NA NA NA NA NA NA F0375 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0
F0376 NA NA NA NA NA NA NA NA F0376 NA NA 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0377 NA NA NA NA NA NA NA NA F0377 NA NA 0.001 0.004 0.015 0.045 0.126 0.336 0.471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0378 NA NA NA NA NA NA NA NA F0378 NA NA 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0.01 0.024 0.062 0.187 0.517 0.196 0 0 0 0 0 0 0 0 0 0 0 0
F0379 NA NA NA NA NA NA NA NA F0379 NA NA 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0380 NA NA NA NA NA NA NA NA F0380 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.007 0.019 0.051 0.145 0.402 0.271 0.103 0
F0381 NA NA NA NA NA NA NA NA F0381 NA NA 0 0 0 0.001 0.005 0.013 0.031 0.087 0.268 0.594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0382 8168692__HIGHHET 8681059 8.56 9.27 13.18 NA NA NA F0382 8168692 8681059 0 0 0 0 0 0 0.001 0.007 0.038 0.225 0.728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0383 8N13494_E19_B2 8N13474_K7_B1 21.09 14.31 25.52 NA NA NA F0383 8N13494 8N13474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0.055 0.942 0 0 0 0 0
F0384 F0347 M0064 0 0 25.96 NA NA NA F0384 F0347 M0064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0385 NA NA NA NA NA NA NA NA F0385 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.008 0.032 0.159 0.798 0 0 0 0 0 0 0 0 0 0
F0386 NA NA NA NA NA NA NA NA F0386 NA NA 0.003 0.012 0.03 0.077 0.229 0.648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0387 NA NA NA NA NA NA NA NA F0387 NA NA 0 0.002 0.008 0.033 0.167 0.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0388 NA NA NA NA NA NA NA NA F0388 NA NA 0 0 0 0 0 0 0 0.001 0.004 0.012 0.028 0.078 0.245 0.631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
F0389 8N87243 NA 0 NA NA NA NA NA F0389 8N87243 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.015 0.061 0.217 0.701 0 0 0 0 0 0 0
F0390 8L52223 NA -2.31 NA NA NA NA NA F0390 8L52223 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0.068 0.929 0 0 0 0 0 0 0 0 0 0 0 0
F0391 8M72037 8M72291 13.27 1.14 1.58 NA NA NA F0391 8M72037 8M72291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.017 0.127 0.855 0 0 0 0 0 0 0 0 0
F0392 8L64158 8M72265_L21_B1 8.05 11.18 15.84 NA NA NA F0392 8L64158 8M72265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.025 0.287 0.686 0 0 0 0 0 0 0 0 0 0 0
F0393 8N06054__8N05732_E7_B2 NA 4.77 NA NA NA NA NA F0393 8N06054 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.03 0.173 0.791 0 0 0 0 0 0 0 0
F0394 8L64812 8M31733 5.12 6.94 7.93 NA NA NA F0394 8L64812 8M31733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.017 0.058 0.22 0.701 0 0 0 0 0 0 0 0 0 0
F0395 8L19665_I15_B1 8L19667_M15_B1 -7.5 -4.55 10.21 NA NA NA F0395 8L19665 8L19667 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.01 0.022 0.041 0.066 0.104 0.179 0.303 0.269 0 0 0 0 0 0 0 0 0 0 0
