"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"beta[1]",77.5805875850841,0.00124899290586511,0.0989194989079689,77.3870229284716,77.5153893659976,77.5796775901329,77.6464860004966,77.7778232964941,6272.54624876167,1.00012635574702
"beta[2]",2.23650965566968,0.0013673118254038,0.106137621607434,2.02963771273724,2.16432382273956,2.23684452965404,2.30884039400037,2.44209832318927,6025.64529852299,1.00012837376243
"var_A",0.527821700250102,0.0056950232135963,0.154976435265743,0.252268924044042,0.419238804815443,0.517318933469852,0.626401976856924,0.860443780097154,740.526043749323,1.00354789876255
"var_E",2.61005707803225,0.00492357060703533,0.200603499224362,2.22166420174687,2.47224050154742,2.60761799288846,2.74317494665179,3.0078700284911,1660.03279550411,1.00052343803996
"var_R",3.30888476087349,0.00102210103481814,0.0880919590717792,3.13961737307055,3.24902309915921,3.30731819726059,3.36656219101281,3.48964992427293,7428.22210463595,1.00036202061277
"var_P",6.44676353915585,0.0025849115543402,0.174516085719046,6.11588645102634,6.32691471120304,6.442904778856,6.56135434386735,6.80005639201973,4558.05489544786,1.00147308493498
"heritability",0.0817597648628359,0.000859304930212544,0.0234594697608722,0.0396209980139423,0.065302329717818,0.080375167517041,0.0967850437892073,0.131462033901417,745.318285998569,1.00323798034481
"lp__",-6718.13877937007,1.09791680596902,54.9692181291781,-6825.13852024539,-6755.0795771091,-6718.17401090754,-6680.82990598265,-6612.19975179613,2506.68783567563,1.00130008733678
