,Year_ID_Location,Year_ID,ID,Year_Location,Year,Location,Island,in_out,Least_age,Least_hatchyear,filled,obs,capt,gene_new,Sex,Own_survival,N_Recruits,r2s,parent_in_pedigree,present_in_pedigree,ever_a_parent,ringed_ad_recorded,estimated_pop_size,observed_breeding_popsize,ringnr,flok,flokyear,Island_ID,Year2,IslandYear_ID,ob,ringnr_year,Experienced_breeder,sex,IslandFitness,IslandYearFitness,IslandYearSigma_w,RelPop,logPop,VarIslandYearFitness,w,IDYear
4843,2005_8L30355_lurøy-onøy,2005_8L30355,1876,2005_lurøy-onøy,8,LurÃ¸y-OnÃ¸y,33,0,1,2004,no,NA,capt,NA,f,0,1,1,yes,yes,yes,40,85,47,8L30355,33,332 005,8,8,154,4825,8L30355 2005,0,1,0.710434783,0.510638298,0.277058279,0.604972299,0.17940788,0.039918635,0.5,2345
2381,2006_8800580_lurøy-onøy,2006_8800580,957,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,6,2000,no,obs,capt,NA,m,1,1,3,yes,yes,yes,21,30,27,8800580,33,332 006,8,9,155,2376,88 005 802 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1.5,9299
2844,2006_8887304_lurøy-onøy,2006_8887304,1135,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,4,2002,gene_new,NA,NA,gene_new,f,0,1,1,yes,yes,yes,21,30,27,8887304,33,332 006,8,9,155,2839,88 873 042 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0.5,378
3178,2006_8934266_lurøy-onøy,2006_8934266,1261,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,gene_new,NA,NA,gene_new,f,1,1,3,yes,yes,yes,21,30,27,8934266,33,332 006,8,9,155,3173,89 342 662 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1.5,745
3186,2006_8934273_lurøy-onøy,2006_8934273,1265,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,no,NA,capt,NA,m,0,0,0,no,yes,never,21,30,27,8934273,33,332 006,8,9,155,3181,89 342 732 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,752
3190,2006_8934276_lurøy-onøy,2006_8934276,1267,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,no,obs,NA,NA,m,0,0,0,no,yes,yes,21,30,27,8934276,33,332 006,8,9,155,3185,89 342 762 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,756
3193,2006_8934278_lurøy-onøy,2006_8934278,1268,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,no,obs,NA,NA,m,0,0,0,no,no,never,21,30,27,8934278,33,332 006,8,9,155,3188,89 342 782 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,759
3487,2006_8939029_lurøy-onøy,2006_8939029,1365,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,no,obs,NA,NA,m,0,1,1,yes,yes,yes,21,30,27,8939029,33,332 006,8,9,155,3478,89 390 292 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0.5,1030
3524,2006_8939067_lurøy-onøy,2006_8939067,1381,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,gene_new,NA,NA,gene_new,m,0,1,1,yes,yes,yes,21,30,27,8939067,33,332 006,8,9,155,3515,89 390 672 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0.5,1072
3623,2006_8939340_lurøy-onøy,2006_8939340,1422,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,no,NA,capt,NA,m,0,0,0,no,yes,never,21,30,27,8939340,33,332 006,8,9,155,3614,89 393 402 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,1176
3625,2006_8939341_lurøy-onøy,2006_8939341,1423,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,no,NA,capt,NA,m,0,0,0,no,yes,yes,21,30,27,8939341,33,332 006,8,9,155,3616,89 393 412 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,1178
3634,2006_8939356_lurøy-onøy,2006_8939356,1429,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,no,obs,NA,NA,m,0,0,0,no,yes,yes,21,30,27,8939356,33,332 006,8,9,155,3625,89 393 562 006,1,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,1187
3647,2006_8939368_lurøy-onøy,2006_8939368,1435,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,yes,NA,NA,NA,f,1,1,3,yes,yes,yes,21,30,27,8939368,33,332 006,8,9,155,3638,89 393 682 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1.5,1203
3659,2006_8939377_lurøy-onøy,2006_8939377,1442,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,3,2003,gene_new,NA,NA,gene_new,f,1,1,3,yes,yes,yes,21,30,27,8939377,33,332 006,8,9,155,3650,89 393 772 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1.5,1217
3665,2006_8939381_lurøy-onøy,2006_8939381,1445,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,no,NA,capt,NA,f,0,0,0,no,no,never,21,30,27,8939381,33,332 006,8,9,155,3656,89 393 812 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,1222
4258,2006_8981243_lurøy-onøy,2006_8981243,1654,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,obs,capt,NA,m,1,0,2,no,yes,yes,21,30,27,8981243,33,332 006,8,9,155,4248,89 812 432 006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1,1794
4462,2006_8981826_lurøy-onøy,2006_8981826,1735,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,2,2004,no,NA,capt,NA,f,0,0,0,no,yes,never,21,30,27,8981826,33,332 006,8,9,155,4450,89 818 262 006,1,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,1987
4702,2006_8L19944_lurøy-onøy,2006_8L19944,1822,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,gene_new,NA,NA,gene_new,m,1,2,4,yes,yes,yes,21,30,27,8L19944,33,332 006,8,9,155,4686,8L19944 2006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,2,2213
4841,2006_8L30354_lurøy-onøy,2006_8L30354,1875,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,obs,capt,NA,f,1,0,2,no,yes,never,21,30,27,8L30354,33,332 006,8,9,155,4823,8L30354 2006,0,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1,2344
4863,2006_8L30417_lurøy-onøy,2006_8L30417,1882,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,yes,NA,NA,NA,f,1,0,2,no,yes,never,21,30,27,8L30417,33,332 006,8,9,155,4845,8L30417 2006,0,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1,2360
5200,2006_8L48566_lurøy-onøy,2006_8L48566,2008,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,f,0,0,0,no,yes,never,21,30,27,8L48566,33,332 006,8,9,155,5179,8L48566 2006,0,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,2701
5201,2006_8L48567_lurøy-onøy,2006_8L48567,2009,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,m,0,0,0,no,yes,never,21,30,27,8L48567,33,332 006,8,9,155,5180,8L48567 2006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,2702
5202,2006_8L48568_lurøy-onøy,2006_8L48568,2010,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,m,0,0,0,no,yes,never,21,30,27,8L48568,33,332 006,8,9,155,5181,8L48568 2006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,2706
5446,2006_8L52588_lurøy-onøy,2006_8L52588,2100,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,f,1,0,2,no,yes,yes,21,30,27,8L52588,33,332 006,8,9,155,5419,8L52588 2006,0,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1,2940
5448,2006_8L52590_lurøy-onøy,2006_8L52590,2101,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,m,0,1,1,yes,yes,yes,21,30,27,8L52590,33,332 006,8,9,155,5421,8L52590 2006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0.5,2941
5450,2006_8L52592_lurøy-onøy,2006_8L52592,2103,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,f,1,1,3,yes,yes,yes,21,30,27,8L52592,33,332 006,8,9,155,5423,8L52592 2006,0,1,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,1.5,2946
5505,2006_8L52905_lurøy-onøy,2006_8L52905,2122,2006_lurøy-onøy,9,LurÃ¸y-OnÃ¸y,33,0,1,2005,no,NA,capt,NA,m,0,0,0,no,no,never,21,30,27,8L52905,33,332 006,8,9,155,5478,8L52905 2006,0,0,0.710434783,0.574074074,0.436609687,-0.338292946,-0.862045994,0.018594243,0,2989
344,1998_8598591_myken,1998_8598591,135,1998_myken,1,Myken,22,1,2,1996,no,obs,NA,NA,f,1,0,2,no,yes,never,15,19,17,8598591,22,221 998,2,1,22,343,85 985 911 998,1,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1,987
364,1998_8598654_myken,1998_8598654,138,1998_myken,1,Myken,22,1,4,1994,no,obs,capt,NA,m,1,0,2,no,no,never,15,19,17,8598654,22,221 998,2,1,22,363,85 986 541 998,1,0,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1,1068
429,1998_8651601_myken,1998_8651601,153,1998_myken,1,Myken,22,1,3,1995,no,obs,NA,NA,m,1,0,2,no,no,never,15,19,17,8651601,22,221 998,2,1,22,428,86 516 011 998,1,0,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1,1444
725,1998_8681135_myken,1998_8681135,252,1998_myken,1,Myken,22,1,1,1997,no,obs,NA,NA,f,1,3,5,yes,yes,yes,15,19,17,8681135,22,221 998,2,1,22,724,86 811 351 998,0,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,2.5,4008
730,1998_8681138_myken,1998_8681138,253,1998_myken,1,Myken,22,1,2,1996,yes,NA,NA,NA,m,1,1,3,yes,yes,yes,15,19,17,8681138,22,221 998,2,1,22,729,86 811 381 998,1,0,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1.5,4036
976,1998_8681476_myken,1998_8681476,315,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,f,1,2,4,yes,yes,yes,15,19,17,8681476,22,221 998,2,1,22,974,86 814 761 998,0,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,2,5422
1020,1998_8730444_myken,1998_8730444,331,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,f,1,2,4,yes,yes,yes,15,19,17,8730444,22,221 998,2,1,22,1018,87 304 441 998,0,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,2,5772
1024,1998_8730445_myken,1998_8730445,332,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,m,1,0,2,no,yes,yes,15,19,17,8730445,22,221 998,2,1,22,1022,87 304 451 998,0,0,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1,5796
1028,1998_8730447_myken,1998_8730447,334,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,m,1,1,3,yes,yes,yes,15,19,17,8730447,22,221 998,2,1,22,1026,87 304 471 998,0,0,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1.5,5837
1037,1998_8730451_myken,1998_8730451,336,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,f,1,0,2,no,yes,yes,15,19,17,8730451,22,221 998,2,1,22,1035,87 304 511 998,0,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1,5889
1233,1998_8732266_myken,1998_8732266,433,1998_myken,1,Myken,22,1,1,1997,no,obs,capt,NA,f,1,1,3,yes,yes,yes,15,19,17,8732266,22,221 998,2,1,22,1231,87 322 661 998,0,1,0.808707124,1.176470588,0.404411765,-0.178426235,-1.318804397,0.135249966,1.5,7853
1880,2007_8747878_myken,2007_8747878,760,2007_myken,10,Myken,22,1,6,2001,no,obs,capt,NA,m,0,0,0,yes,yes,yes,15,32,19,8747878,22,222 007,2,10,31,1877,87 478 782 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,8781
2367,2007_8800556_myken,2007_8800556,952,2007_myken,10,Myken,22,1,6,2001,no,obs,NA,NA,m,0,0,0,yes,yes,yes,15,32,19,8800556,22,222 007,2,10,31,2362,88 005 562 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,9281
2789,2007_8887238_myken,2007_8887238,1113,2007_myken,10,Myken,22,1,5,2002,no,obs,capt,NA,m,0,1,1,yes,yes,yes,15,32,19,8887238,22,222 007,2,10,31,2784,88 872 382 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0.5,320
2978,2007_8887455_myken,2007_8887455,1188,2007_myken,10,Myken,22,1,5,2002,no,obs,NA,NA,m,0,1,1,yes,yes,yes,15,32,19,8887455,22,222 007,2,10,31,2973,88 874 552 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0.5,516
2988,2007_8887462_myken,2007_8887462,1192,2007_myken,10,Myken,22,1,5,2002,gene_new,NA,NA,gene_new,m,1,0,2,yes,yes,yes,15,32,19,8887462,22,222 007,2,10,31,2983,88 874 622 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,1,530
3345,2007_8934525_myken,2007_8934525,1325,2007_myken,10,Myken,22,1,5,2002,no,obs,NA,NA,f,0,0,0,no,yes,yes,15,32,19,8934525,22,222 007,2,10,31,3340,89 345 252 007,1,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,909
3779,2007_8939551_myken,2007_8939551,1475,2007_myken,10,Myken,22,1,3,2004,no,obs,NA,NA,m,0,0,0,no,yes,yes,15,32,19,8939551,22,222 007,2,10,31,3770,89 395 512 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,1313
4204,2007_8981008_myken,2007_8981008,1631,2007_myken,10,Myken,22,1,2,2005,no,obs,NA,NA,f,0,0,0,no,yes,never,15,32,19,8981008,22,222 007,2,10,31,4194,89 810 082 007,1,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,1734
4384,2007_8981676_myken,2007_8981676,1702,2007_myken,10,Myken,22,1,2,2005,no,obs,NA,NA,m,0,0,0,no,yes,never,15,32,19,8981676,22,222 007,2,10,31,4374,89 816 762 007,1,0,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,1919
4985,2007_8L30876_myken,2007_8L30876,1918,2007_myken,10,Myken,22,1,1,2006,no,obs,capt,NA,f,0,0,0,no,yes,never,15,32,19,8L30876,22,222 007,2,10,31,4965,8L30876 2007,0,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,2475
5251,2007_8L49930_myken,2007_8L49930,2033,2007_myken,10,Myken,22,1,1,2006,no,obs,capt,NA,f,0,0,0,yes,yes,yes,15,32,19,8L49930,22,222 007,2,10,31,5227,8L49930 2007,0,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,0,2752
5254,2007_8L49934_myken,2007_8L49934,2034,2007_myken,10,Myken,22,1,3,2004,gene_new,NA,NA,gene_new,f,1,3,5,yes,yes,yes,15,32,19,8L49934,22,222 007,2,10,31,5230,8L49934 2007,1,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,2.5,2753
5477,2007_8L52623_myken,2007_8L52623,2112,2007_myken,10,Myken,22,1,1,2006,no,obs,capt,NA,f,1,0,2,yes,yes,yes,15,32,19,8L52623,22,222 007,2,10,31,5450,8L52623 2007,0,1,0.808707124,0.447368421,0.441520468,0.044527369,-0.797507473,0.130565658,1,2966
224,2008_8309271_myken,2008_8309271,99,2008_myken,11,Myken,22,1,1,2007,no,obs,NA,NA,f,0,0,0,no,no,never,10,22,12,8309271,22,222 008,2,11,32,224,83 092 712 008,0,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,0,9378
2440,2008_8816427_myken,2008_8816427,980,2008_myken,11,Myken,22,1,1,2007,no,obs,capt,NA,f,0,0,0,yes,yes,yes,10,22,12,8816427,22,222 008,2,11,32,2435,88 164 272 008,0,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,0,9353
2441,2008_8816428_myken,2008_8816428,981,2008_myken,11,Myken,22,1,1,2007,no,obs,NA,NA,f,1,0,2,yes,yes,yes,10,22,12,8816428,22,222 008,2,11,32,2436,88 164 282 008,0,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,1,9354
2457,2008_8816483_myken,2008_8816483,987,2008_myken,11,Myken,22,1,1,2007,no,obs,NA,NA,m,0,0,0,yes,yes,yes,10,22,12,8816483,22,222 008,2,11,32,2452,88 164 832 008,0,0,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,0,9368
2475,2008_8816496_myken,2008_8816496,993,2008_myken,11,Myken,22,1,1,2007,no,obs,capt,NA,m,1,2,4,yes,yes,yes,10,22,12,8816496,22,222 008,2,11,32,2470,88 164 962 008,0,0,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,2,9387
2989,2008_8887462_myken,2008_8887462,1192,2008_myken,11,Myken,22,1,6,2002,gene_new,NA,NA,gene_new,m,0,3,3,yes,yes,yes,10,22,12,8887462,22,222 008,2,11,32,2984,88 874 622 008,1,0,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,1.5,531
5255,2008_8L49934_myken,2008_8L49934,2034,2008_myken,11,Myken,22,1,4,2004,no,obs,NA,NA,f,0,0,0,yes,yes,yes,10,22,12,8L49934,22,222 008,2,11,32,5231,8L49934 2008,1,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,0,2754
5256,2008_8L49935_myken,2008_8L49935,2035,2008_myken,11,Myken,22,1,1,2007,no,obs,NA,NA,f,1,0,2,no,yes,never,10,22,12,8L49935,22,222 008,2,11,32,5232,8L49935 2008,0,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,1,2757
5478,2008_8L52623_myken,2008_8L52623,2112,2008_myken,11,Myken,22,1,2,2006,no,obs,NA,NA,f,0,0,0,yes,yes,yes,10,22,12,8L52623,22,222 008,2,11,32,5451,8L52623 2008,1,1,0.808707124,0.625,0.505681818,-0.126975403,-1.172200923,0.033748307,0,2967
2442,2009_8816428_myken,2009_8816428,981,2009_myken,12,Myken,22,1,2,2007,no,obs,NA,NA,f,1,2,4,yes,yes,yes,9,13,9,8816428,22,222 009,2,12,33,2437,88 164 282 009,1,1,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,2,9355
2476,2009_8816496_myken,2009_8816496,993,2009_myken,12,Myken,22,1,2,2007,no,obs,NA,NA,m,1,5,7,yes,yes,yes,9,13,9,8816496,22,222 009,2,12,33,2471,88 164 962 009,1,0,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,3.5,9388
5257,2009_8L49935_myken,2009_8L49935,2035,2009_myken,12,Myken,22,1,2,2007,no,obs,NA,NA,f,0,0,0,no,yes,never,9,13,9,8L49935,22,222 009,2,12,33,5233,8L49935 2009,1,1,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,0,2758
5720,2009_8L64216_myken,2009_8L64216,2201,2009_myken,12,Myken,22,1,1,2008,no,obs,NA,NA,m,0,1,1,yes,yes,yes,9,13,9,8L64216,22,222 009,2,12,33,5693,8L64216 2009,0,0,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,0.5,3208
5723,2009_8L64225_myken,2009_8L64225,2202,2009_myken,12,Myken,22,1,1,2008,no,obs,NA,NA,f,0,0,0,no,yes,never,9,13,9,8L64225,22,222 009,2,12,33,5696,8L64225 2009,0,1,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,0,3209
5869,2009_8L64975_myken,2009_8L64975,2258,2009_myken,12,Myken,22,1,1,2008,no,obs,NA,NA,m,0,0,0,no,yes,never,9,13,9,8L64975,22,222 009,2,12,33,5842,8L64975 2009,0,0,0.808707124,1.166666667,1.375,-0.281327898,-1.698294019,0.128135034,0,3342
2443,2010_8816428_myken,2010_8816428,981,2010_myken,13,Myken,22,1,3,2007,no,obs,capt,NA,f,1,2,4,yes,yes,yes,11,22,15,8816428,22,222 010,2,13,34,2438,88 164 282 010,1,1,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,2,9356
2477,2010_8816496_myken,2010_8816496,993,2010_myken,13,Myken,22,1,3,2007,yes,NA,NA,NA,m,1,1,3,yes,yes,yes,11,22,15,8816496,22,222 010,2,13,34,2472,88 164 962 010,1,0,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,1.5,9389
6152,2010_8L89605_myken,2010_8L89605,2364,2010_myken,13,Myken,22,1,1,2009,no,obs,NA,NA,m,1,3,5,yes,yes,yes,11,22,15,8L89605,22,222 010,2,13,34,6124,8L89605 2010,0,0,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,2.5,3634
6154,2010_8L89609_myken,2010_8L89609,2365,2010_myken,13,Myken,22,1,1,2009,no,obs,NA,NA,f,0,0,0,no,no,never,11,22,15,8L89609,22,222 010,2,13,34,6126,8L89609 2010,0,1,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,0,3636
6555,2010_8M31342_myken,2010_8M31342,2517,2010_myken,13,Myken,22,1,1,2009,no,obs,capt,NA,m,1,2,4,yes,yes,yes,11,22,15,8M31342,22,222 010,2,13,34,6517,8M31342 2010,0,0,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,2,4003
6599,2010_8M31389_myken,2010_8M31389,2532,2010_myken,13,Myken,22,1,1,2009,no,obs,NA,NA,f,1,1,3,yes,yes,yes,11,22,15,8M31389,22,222 010,2,13,34,6561,8M31389 2010,0,1,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,1.5,4048
6685,2010_8M31516_myken,2010_8M31516,2562,2010_myken,13,Myken,22,1,1,2009,no,obs,capt,NA,m,0,0,0,yes,yes,yes,11,22,15,8M31516,22,222 010,2,13,34,6647,8M31516 2010,0,0,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,0,4128
6686,2010_8M31520_myken,2010_8M31520,2563,2010_myken,13,Myken,22,1,1,2009,no,obs,NA,NA,m,1,0,2,yes,yes,yes,11,22,15,8M31520,22,222 010,2,13,34,6648,8M31520 2010,0,0,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,1,4129
6688,2010_8M31522_myken,2010_8M31522,2564,2010_myken,13,Myken,22,1,1,2009,no,obs,capt,NA,f,1,0,2,yes,yes,yes,11,22,15,8M31522,22,222 010,2,13,34,6650,8M31522 2010,0,1,0.808707124,1.3,1.028571429,-0.126975403,-1.172200923,0.24136869,1,4131
2444,2011_8816428_myken,2011_8816428,981,2011_myken,14,Myken,22,1,4,2007,no,obs,NA,NA,f,0,0,0,yes,yes,yes,22,27,24,8816428,22,222 011,2,14,35,2439,88 164 282 011,1,1,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,0,9357
2478,2011_8816496_myken,2011_8816496,993,2011_myken,14,Myken,22,1,4,2007,no,obs,capt,NA,m,0,1,1,yes,yes,yes,22,27,24,8816496,22,222 011,2,14,35,2473,88 164 962 011,1,0,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,0.5,9390
6153,2011_8L89605_myken,2011_8L89605,2364,2011_myken,14,Myken,22,1,2,2009,no,obs,capt,NA,m,0,2,2,yes,yes,yes,22,27,24,8L89605,22,222 011,2,14,35,6125,8L89605 2011,1,0,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,1,3635
6556,2011_8M31342_myken,2011_8M31342,2517,2011_myken,14,Myken,22,1,2,2009,no,obs,capt,NA,m,0,0,0,yes,yes,yes,22,27,24,8M31342,22,222 011,2,14,35,6518,8M31342 2011,1,0,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,0,4004
6600,2011_8M31389_myken,2011_8M31389,2532,2011_myken,14,Myken,22,1,2,2009,no,obs,NA,NA,f,1,1,3,yes,yes,yes,22,27,24,8M31389,22,222 011,2,14,35,6562,8M31389 2011,1,1,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,1.5,4049
6687,2011_8M31520_myken,2011_8M31520,2563,2011_myken,14,Myken,22,1,2,2009,no,obs,NA,NA,m,0,2,2,yes,yes,yes,22,27,24,8M31520,22,222 011,2,14,35,6649,8M31520 2011,1,0,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,1,4130
6689,2011_8M31522_myken,2011_8M31522,2564,2011_myken,14,Myken,22,1,2,2009,no,obs,capt,NA,f,1,1,3,yes,yes,yes,22,27,24,8M31522,22,222 011,2,14,35,6651,8M31522 2011,1,1,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,1.5,4132
6837,2011_8M31838_myken,2011_8M31838,2626,2011_myken,14,Myken,22,1,1,2010,no,obs,capt,NA,m,1,2,4,yes,yes,yes,22,27,24,8M31838,22,222 011,2,14,35,6799,8M31838 2011,0,0,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,2,4295
6840,2011_8M31839_myken,2011_8M31839,2627,2011_myken,14,Myken,22,1,1,2010,no,obs,capt,NA,f,1,1,3,yes,yes,yes,22,27,24,8M31839,22,222 011,2,14,35,6802,8M31839 2011,0,1,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,1.5,4298
6914,2011_8M31993_myken,2011_8M31993,2660,2011_myken,14,Myken,22,1,1,2010,no,obs,capt,NA,f,0,1,1,yes,yes,yes,22,27,24,8M31993,22,222 011,2,14,35,6873,8M31993 2011,0,1,0.808707124,1,0.369565217,-0.041224017,-0.96740651,0.036592964,0.5,4372
