,Year_ID_Location,Year_ID,ID,Year_Location,Year,Location,Island,in_out,Least_age,Least_hatchyear,filled,obs,capt,gene_new,Sex,Own_survival,N_Recruits,r2s,parent_in_pedigree,present_in_pedigree,ever_a_parent,ringed_ad_recorded,estimated_pop_size,observed_breeding_popsize,ringnr,flok,flokyear,Island_ID,Year2,IslandYear_ID,ob,ringnr_year,Experienced_breeder,sex,IslandFitness,IslandYearFitness,IslandYearSigma_w,RelPop,logPop,VarIslandYearFitness,w,IDYear
1206,1998_8732254_aldra,1998_8732254,426,1998_aldra,1,Aldra,38,0,1,1997,no,obs,capt,NA,f,1,3,5,yes,yes,yes,2,4,2,8732254,38,381 998,11,1,213,1204,87 322 541 998,0,1,0.908023483,2,0.5,-0.610697541,-2.876949015,1.192412713,2.5,7675
1211,1998_8732255_aldra,1998_8732255,427,1998_aldra,1,Aldra,38,0,1,1997,no,obs,capt,NA,m,0,3,3,yes,yes,yes,2,4,2,8732255,38,381 998,11,1,213,1209,87 322 551 998,0,0,0.908023483,2,0.5,-0.610697541,-2.876949015,1.192412713,1.5,7702
2247,2007_8800422_aldra,2007_8800422,912,2007_aldra,10,Aldra,38,0,7,2000,gene_new,NA,NA,gene_new,m,0,2,2,yes,yes,yes,38,43,41,8800422,38,382 007,11,10,222,2242,88 004 222 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,9151
2321,2007_8800495_aldra,2007_8800495,934,2007_aldra,10,Aldra,38,0,7,2000,no,NA,capt,NA,m,1,1,3,yes,yes,yes,38,43,41,8800495,38,382 007,11,10,222,2316,88 004 952 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,9230
2421,2007_8800935_aldra,2007_8800935,971,2007_aldra,10,Aldra,38,0,6,2001,no,obs,capt,NA,f,1,3,5,yes,yes,yes,38,43,41,8800935,38,382 007,11,10,222,2416,88 009 352 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2.5,9329
2638,2007_8857284_aldra,2007_8857284,1055,2007_aldra,10,Aldra,38,0,6,2001,no,obs,NA,NA,m,0,0,0,yes,yes,yes,38,43,41,8857284,38,382 007,11,10,222,2633,88 572 842 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0,163
2807,2007_8887264_aldra,2007_8887264,1120,2007_aldra,10,Aldra,38,0,5,2002,no,NA,capt,NA,m,0,1,1,yes,yes,yes,38,43,41,8887264,38,382 007,11,10,222,2802,88 872 642 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0.5,336
2935,2007_8887406_aldra,2007_8887406,1166,2007_aldra,10,Aldra,38,0,5,2002,no,obs,capt,NA,f,0,0,0,no,yes,yes,38,43,41,8887406,38,382 007,11,10,222,2930,88 874 062 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0,469
3226,2007_8934338_aldra,2007_8934338,1283,2007_aldra,10,Aldra,38,0,4,2003,no,obs,NA,NA,m,0,2,2,yes,yes,yes,38,43,41,8934338,38,382 007,11,10,222,3221,89 343 382 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,793
3230,2007_8934339_aldra,2007_8934339,1284,2007_aldra,10,Aldra,38,0,4,2003,yes,NA,NA,NA,m,1,0,2,no,yes,yes,38,43,41,8934339,38,382 007,11,10,222,3225,89 343 392 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,797
3359,2007_8934537_aldra,2007_8934537,1332,2007_aldra,10,Aldra,38,0,4,2003,no,obs,capt,NA,m,0,1,1,yes,yes,yes,38,43,41,8934537,38,382 007,11,10,222,3354,89 345 372 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0.5,925
3549,2007_8939095_aldra,2007_8939095,1391,2007_aldra,10,Aldra,38,0,3,2004,no,obs,NA,NA,f,0,0,0,no,yes,yes,38,43,41,8939095,38,382 007,11,10,222,3540,89 390 952 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0,1097
3552,2007_8939097_aldra,2007_8939097,1392,2007_aldra,10,Aldra,38,0,3,2004,no,NA,capt,NA,f,1,1,3,yes,yes,yes,38,43,41,8939097,38,382 007,11,10,222,3543,89 390 972 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,1100
3567,2007_8939119_aldra,2007_8939119,1397,2007_aldra,10,Aldra,38,0,3,2004,no,obs,capt,NA,m,1,0,2,no,yes,yes,38,43,41,8939119,38,382 007,11,10,222,3558,89 391 192 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,1113
3585,2007_8939141_aldra,2007_8939141,1404,2007_aldra,10,Aldra,38,0,3,2004,no,obs,NA,NA,f,1,0,2,no,yes,yes,38,43,41,8939141,38,382 007,11,10,222,3576,89 391 412 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,1131
3792,2007_8939582_aldra,2007_8939582,1482,2007_aldra,10,Aldra,38,0,3,2004,no,obs,capt,NA,f,1,1,3,yes,yes,yes,38,43,41,8939582,38,382 007,11,10,222,3783,89 395 822 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,1326
3949,2007_8943012_aldra,2007_8943012,1542,2007_aldra,10,Aldra,38,0,4,2003,no,obs,capt,NA,m,0,1,1,yes,yes,yes,38,43,41,8943012,38,382 007,11,10,222,3940,89 430 122 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0.5,1477
4008,2007_8943106_aldra,2007_8943106,1562,2007_aldra,10,Aldra,38,0,4,2003,no,obs,capt,NA,f,1,2,4,yes,yes,yes,38,43,41,8943106,38,382 007,11,10,222,3999,89 431 062 007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2,1538
4152,2007_8943801_aldra,2007_8943801,1614,2007_aldra,10,Aldra,38,0,4,2003,no,obs,capt,NA,m,1,3,5,yes,yes,yes,38,43,41,8943801,38,382 007,11,10,222,4142,89 438 012 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2.5,1678
4161,2007_8943804_aldra,2007_8943804,1617,2007_aldra,10,Aldra,38,0,4,2003,no,obs,capt,NA,m,0,0,0,no,no,never,38,43,41,8943804,38,382 007,11,10,222,4151,89 438 042 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0,1687
4248,2007_8981038_aldra,2007_8981038,1650,2007_aldra,10,Aldra,38,0,5,2002,no,obs,capt,NA,m,1,3,5,yes,yes,yes,38,43,41,8981038,38,382 007,11,10,222,4238,89 810 382 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2.5,1777
4361,2007_8981602_aldra,2007_8981602,1694,2007_aldra,10,Aldra,38,0,3,2004,no,obs,NA,NA,m,1,0,2,no,yes,yes,38,43,41,8981602,38,382 007,11,10,222,4351,89 816 022 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,1896
4366,2007_8981604_aldra,2007_8981604,1695,2007_aldra,10,Aldra,38,0,3,2004,no,obs,capt,NA,m,1,0,2,no,yes,never,38,43,41,8981604,38,382 007,11,10,222,4356,89 816 042 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,1901
4373,2007_8981608_aldra,2007_8981608,1699,2007_aldra,10,Aldra,38,0,3,2004,no,obs,capt,NA,m,1,1,3,yes,yes,yes,38,43,41,8981608,38,382 007,11,10,222,4363,89 816 082 007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,1908
4796,2007_8L30001_aldra,2007_8L30001,1860,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,f,0,2,2,yes,yes,yes,38,43,41,8L30001,38,382 007,11,10,222,4780,8L30001 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2312
4804,2007_8L30249_aldra,2007_8L30249,1861,2007_aldra,10,Aldra,38,0,2,2005,no,obs,capt,NA,f,1,1,3,yes,yes,yes,38,43,41,8L30249,38,382 007,11,10,222,4788,8L30249 2007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,2313
4845,2007_8L30363_aldra,2007_8L30363,1877,2007_aldra,10,Aldra,38,0,2,2005,no,obs,capt,NA,f,0,1,1,yes,yes,yes,38,43,41,8L30363,38,382 007,11,10,222,4827,8L30363 2007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0.5,2346
4924,2007_8L30761_aldra,2007_8L30761,1898,2007_aldra,10,Aldra,38,0,1,2006,no,NA,capt,NA,f,1,2,4,yes,yes,yes,38,43,41,8L30761,38,382 007,11,10,222,4904,8L30761 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2,2413
5152,2007_8L48457_aldra,2007_8L48457,1990,2007_aldra,10,Aldra,38,0,2,2005,no,obs,capt,NA,f,1,1,3,yes,yes,yes,38,43,41,8L48457,38,382 007,11,10,222,5131,8L48457 2007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,2645
5155,2007_8L48459_aldra,2007_8L48459,1991,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,m,1,0,2,no,yes,yes,38,43,41,8L48459,38,382 007,11,10,222,5134,8L48459 2007,0,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2649
5158,2007_8L48461_aldra,2007_8L48461,1992,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,m,1,0,2,no,yes,never,38,43,41,8L48461,38,382 007,11,10,222,5137,8L48461 2007,0,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2652
5160,2007_8L48463_aldra,2007_8L48463,1993,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,f,1,0,2,no,yes,yes,38,43,41,8L48463,38,382 007,11,10,222,5139,8L48463 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2654
5164,2007_8L48467_aldra,2007_8L48467,1994,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,m,1,0,2,no,yes,yes,38,43,41,8L48467,38,382 007,11,10,222,5143,8L48467 2007,0,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2658
5166,2007_8L48469_aldra,2007_8L48469,1995,2007_aldra,10,Aldra,38,0,1,2006,no,obs,NA,NA,m,0,0,0,no,yes,never,38,43,41,8L48469,38,382 007,11,10,222,5145,8L48469 2007,0,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,0,2660
5184,2007_8L48501_aldra,2007_8L48501,2002,2007_aldra,10,Aldra,38,0,2,2005,no,obs,capt,NA,m,1,2,4,yes,yes,yes,38,43,41,8L48501,38,382 007,11,10,222,5163,8L48501 2007,1,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,2,2690
5231,2007_8L48691_aldra,2007_8L48691,2026,2007_aldra,10,Aldra,38,0,2,2005,no,NA,capt,NA,f,0,2,2,yes,yes,yes,38,43,41,8L48691,38,382 007,11,10,222,5207,8L48691 2007,1,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2732
5236,2007_8L49909_aldra,2007_8L49909,2030,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,f,1,1,3,yes,yes,yes,38,43,41,8L49909,38,382 007,11,10,222,5212,8L49909 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1.5,2741
5441,2007_8L52574_aldra,2007_8L52574,2099,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,f,1,0,2,no,yes,yes,38,43,41,8L52574,38,382 007,11,10,222,5414,8L52574 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2928
5457,2007_8L52598_aldra,2007_8L52598,2106,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,m,1,0,2,no,yes,yes,38,43,41,8L52598,38,382 007,11,10,222,5430,8L52598 2007,0,0,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2950
5508,2007_8L52913_aldra,2007_8L52913,2125,2007_aldra,10,Aldra,38,0,1,2006,no,obs,capt,NA,f,1,0,2,yes,yes,yes,38,43,41,8L52913,38,382 007,11,10,222,5481,8L52913 2007,0,1,0.908023483,1.048780488,0.485060976,0.058163269,-0.50204326,0.019812534,1,2992
165,2008_8309162_aldra,2008_8309162,75,2008_aldra,11,Aldra,38,0,1,2007,no,obs,NA,NA,m,1,0,2,no,no,never,44,52,47,8309162,38,382 008,11,11,223,165,83 091 622 008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,8763
167,2008_8309164_aldra,2008_8309164,76,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,0,2,no,yes,never,44,52,47,8309164,38,382 008,11,11,223,167,83 091 642 008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,8779
169,2008_8309165_aldra,2008_8309165,77,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8309165,38,382 008,11,11,223,169,83 091 652 008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,8810
2322,2008_8800495_aldra,2008_8800495,934,2008_aldra,11,Aldra,38,0,8,2000,no,NA,capt,NA,m,1,0,2,yes,yes,yes,44,52,47,8800495,38,382 008,11,11,223,2317,88 004 952 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,9231
2422,2008_8800935_aldra,2008_8800935,971,2008_aldra,11,Aldra,38,0,7,2001,no,obs,capt,NA,f,1,2,4,yes,yes,yes,44,52,47,8800935,38,382 008,11,11,223,2417,88 009 352 008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,2,9330
2480,2008_8816901_aldra,2008_8816901,995,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,0,0,0,no,yes,never,44,52,47,8816901,38,382 008,11,11,223,2475,88 169 012 008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,9392
3231,2008_8934339_aldra,2008_8934339,1284,2008_aldra,11,Aldra,38,0,5,2003,no,NA,capt,NA,m,1,2,4,yes,yes,yes,44,52,47,8934339,38,382 008,11,11,223,3226,89 343 392 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,2,798
3553,2008_8939097_aldra,2008_8939097,1392,2008_aldra,11,Aldra,38,0,4,2004,no,obs,NA,NA,f,0,0,0,no,yes,yes,44,52,47,8939097,38,382 008,11,11,223,3544,89 390 972 008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,1101
3568,2008_8939119_aldra,2008_8939119,1397,2008_aldra,11,Aldra,38,0,4,2004,no,obs,NA,NA,m,1,2,4,yes,yes,yes,44,52,47,8939119,38,382 008,11,11,223,3559,89 391 192 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,2,1114
3586,2008_8939141_aldra,2008_8939141,1404,2008_aldra,11,Aldra,38,0,4,2004,yes,NA,NA,NA,f,1,0,2,no,yes,yes,44,52,47,8939141,38,382 008,11,11,223,3577,89 391 412 008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,1132
3793,2008_8939582_aldra,2008_8939582,1482,2008_aldra,11,Aldra,38,0,4,2004,no,NA,capt,NA,f,1,1,3,yes,yes,yes,44,52,47,8939582,38,382 008,11,11,223,3784,89 395 822 008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,1327
4009,2008_8943106_aldra,2008_8943106,1562,2008_aldra,11,Aldra,38,0,5,2003,no,obs,capt,NA,f,1,2,4,yes,yes,yes,44,52,47,8943106,38,382 008,11,11,223,4000,89 431 062 008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,2,1539
4153,2008_8943801_aldra,2008_8943801,1614,2008_aldra,11,Aldra,38,0,5,2003,no,obs,NA,NA,m,1,0,2,yes,yes,yes,44,52,47,8943801,38,382 008,11,11,223,4143,89 438 012 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,1679
4249,2008_8981038_aldra,2008_8981038,1650,2008_aldra,11,Aldra,38,0,6,2002,no,NA,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8981038,38,382 008,11,11,223,4239,89 810 382 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,1778
4362,2008_8981602_aldra,2008_8981602,1694,2008_aldra,11,Aldra,38,0,4,2004,yes,NA,NA,NA,m,1,0,2,no,yes,yes,44,52,47,8981602,38,382 008,11,11,223,4352,89 816 022 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,1897
4367,2008_8981604_aldra,2008_8981604,1695,2008_aldra,11,Aldra,38,0,4,2004,no,NA,capt,NA,m,0,0,0,no,yes,never,44,52,47,8981604,38,382 008,11,11,223,4357,89 816 042 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,1902
4374,2008_8981608_aldra,2008_8981608,1699,2008_aldra,11,Aldra,38,0,4,2004,no,NA,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8981608,38,382 008,11,11,223,4364,89 816 082 008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,1909
4640,2008_8L19858_aldra,2008_8L19858,1797,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,0,2,yes,yes,yes,44,52,47,8L19858,38,382 008,11,11,223,4624,8L19858 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2141
4643,2008_8L19860_aldra,2008_8L19860,1798,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,0,2,yes,yes,yes,44,52,47,8L19860,38,382 008,11,11,223,4627,8L19860 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2144
4672,2008_8L19922_aldra,2008_8L19922,1810,2008_aldra,11,Aldra,38,0,1,2007,no,NA,capt,NA,m,1,0,2,no,yes,yes,44,52,47,8L19922,38,382 008,11,11,223,4656,8L19922 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2176
4675,2008_8L19926_aldra,2008_8L19926,1811,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,0,2,no,yes,never,44,52,47,8L19926,38,382 008,11,11,223,4659,8L19926 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2179
4677,2008_8L19928_aldra,2008_8L19928,1812,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,44,52,47,8L19928,38,382 008,11,11,223,4661,8L19928 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2181
4684,2008_8L19929_aldra,2008_8L19929,1813,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,0,0,0,no,no,never,44,52,47,8L19929,38,382 008,11,11,223,4668,8L19929 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,2188
4685,2008_8L19930_aldra,2008_8L19930,1814,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,1,3,yes,yes,yes,44,52,47,8L19930,38,382 008,11,11,223,4669,8L19930 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2189
4687,2008_8L19931_aldra,2008_8L19931,1815,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,1,3,yes,yes,yes,44,52,47,8L19931,38,382 008,11,11,223,4671,8L19931 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2191
4689,2008_8L19932_aldra,2008_8L19932,1816,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,0,2,no,yes,yes,44,52,47,8L19932,38,382 008,11,11,223,4673,8L19932 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2193
4726,2008_8L19958_aldra,2008_8L19958,1828,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,44,52,47,8L19958,38,382 008,11,11,223,4710,8L19958 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2232
4728,2008_8L19959_aldra,2008_8L19959,1829,2008_aldra,11,Aldra,38,0,1,2007,no,obs,NA,NA,m,0,0,0,no,yes,never,44,52,47,8L19959,38,382 008,11,11,223,4712,8L19959 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,2234
4729,2008_8L19960_aldra,2008_8L19960,1830,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,44,52,47,8L19960,38,382 008,11,11,223,4713,8L19960 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2236
4731,2008_8L19961_aldra,2008_8L19961,1831,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,1,2,4,yes,yes,yes,44,52,47,8L19961,38,382 008,11,11,223,4715,8L19961 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,2,2238
4766,2008_8L26538_aldra,2008_8L26538,1848,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8L26538,38,382 008,11,11,223,4750,8L26538 2008,0,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2273
4805,2008_8L30249_aldra,2008_8L30249,1861,2008_aldra,11,Aldra,38,0,3,2005,no,obs,NA,NA,f,0,0,0,no,yes,yes,44,52,47,8L30249,38,382 008,11,11,223,4789,8L30249 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,2314
4925,2008_8L30761_aldra,2008_8L30761,1898,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,f,1,0,2,yes,yes,yes,44,52,47,8L30761,38,382 008,11,11,223,4905,8L30761 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2414
5153,2008_8L48457_aldra,2008_8L48457,1990,2008_aldra,11,Aldra,38,0,3,2005,no,obs,capt,NA,f,1,1,3,yes,yes,yes,44,52,47,8L48457,38,382 008,11,11,223,5132,8L48457 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2646
5156,2008_8L48459_aldra,2008_8L48459,1991,2008_aldra,11,Aldra,38,0,2,2006,yes,NA,NA,NA,m,1,0,2,no,yes,yes,44,52,47,8L48459,38,382 008,11,11,223,5135,8L48459 2008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2650
5159,2008_8L48461_aldra,2008_8L48461,1992,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,m,0,0,0,no,yes,never,44,52,47,8L48461,38,382 008,11,11,223,5138,8L48461 2008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,2653
5161,2008_8L48463_aldra,2008_8L48463,1993,2008_aldra,11,Aldra,38,0,2,2006,no,obs,NA,NA,f,1,0,2,no,yes,yes,44,52,47,8L48463,38,382 008,11,11,223,5140,8L48463 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2655
5165,2008_8L48467_aldra,2008_8L48467,1994,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,m,0,1,1,yes,yes,yes,44,52,47,8L48467,38,382 008,11,11,223,5144,8L48467 2008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0.5,2659
5185,2008_8L48501_aldra,2008_8L48501,2002,2008_aldra,11,Aldra,38,0,3,2005,no,obs,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8L48501,38,382 008,11,11,223,5164,8L48501 2008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2691
5442,2008_8L52574_aldra,2008_8L52574,2099,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,f,1,1,3,yes,yes,yes,44,52,47,8L52574,38,382 008,11,11,223,5415,8L52574 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2929
5458,2008_8L52598_aldra,2008_8L52598,2106,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,m,1,1,3,yes,yes,yes,44,52,47,8L52598,38,382 008,11,11,223,5431,8L52598 2008,1,0,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1.5,2951
5509,2008_8L52913_aldra,2008_8L52913,2125,2008_aldra,11,Aldra,38,0,2,2006,no,obs,capt,NA,f,1,0,2,no,yes,yes,44,52,47,8L52913,38,382 008,11,11,223,5482,8L52913 2008,1,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,2993
5860,2008_8L64922_aldra,2008_8L64922,2254,2008_aldra,11,Aldra,38,0,1,2007,no,obs,capt,NA,f,0,0,0,yes,yes,yes,44,52,47,8L64922,38,382 008,11,11,223,5833,8L64922 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0,3337
5861,2008_8L64923_aldra,2008_8L64923,2255,2008_aldra,11,Aldra,38,0,1,2007,no,NA,capt,NA,f,0,1,1,yes,yes,yes,44,52,47,8L64923,38,382 008,11,11,223,5834,8L64923 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,0.5,3338
5874,2008_8L64996_aldra,2008_8L64996,2260,2008_aldra,11,Aldra,38,0,1,2007,no,NA,capt,NA,f,1,0,2,no,yes,yes,44,52,47,8L64996,38,382 008,11,11,223,5847,8L64996 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,3348
5948,2008_8L89299_aldra,2008_8L89299,2289,2008_aldra,11,Aldra,38,0,1,2007,no,NA,capt,NA,f,1,0,2,no,yes,yes,44,52,47,8L89299,38,382 008,11,11,223,5920,8L89299 2008,0,1,0.908023483,1.010638298,0.374884366,0.212515763,-0.311999658,0.0105298,1,3413
166,2009_8309162_aldra,2009_8309162,75,2009_aldra,12,Aldra,38,0,2,2007,no,NA,capt,NA,m,0,0,0,no,no,never,47,52,49,8309162,38,382 009,11,12,224,166,83 091 622 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,8764
168,2009_8309164_aldra,2009_8309164,76,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,0,0,0,no,yes,never,47,52,49,8309164,38,382 009,11,12,224,168,83 091 642 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,8780
